            Index    Fatigue    NT    THT    CT    DT    QmT    TT    THt    Ct    Dt    Tt    THQCr    TCr    C    Si    Mn    P    S    Ni    Cr    Cu    Mo
              3      235.00000      885.00000       30.00000       30.00000       30.00000       30.00000       30.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.26000        0.27000        0.43000        0.00800        0.01500        0.02000        0.03000        0.01000        0.00000
              4      241.00000      885.00000       30.00000       30.00000       30.00000       30.00000       30.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.26000        0.23000        0.51000        0.01800        0.02400        0.01000        0.02000        0.01000        0.00000
             42      385.00000      865.00000      865.00000       30.00000       30.00000       30.00000      650.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.33000        0.26000        0.76000        0.02300        0.01300        0.01000        0.10000        0.03000        0.00000
             47      325.00000      865.00000      865.00000       30.00000       30.00000       30.00000      650.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.32000        0.21000        0.63000        0.00700        0.01700        0.06000        0.10000        0.08000        0.00000
             55      475.00000      845.00000      845.00000       30.00000       30.00000       30.00000      550.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.43000        0.22000        0.83000        0.01700        0.01600        0.01000        0.12000        0.01000        0.00000
             59      459.00000      845.00000      845.00000       30.00000       30.00000       30.00000      600.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.45000        0.25000        0.79000        0.01800        0.01600        0.02000        0.13000        0.02000        0.00000
             74      372.00000      845.00000      845.00000       30.00000       30.00000       30.00000      650.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.42000        0.22000        0.78000        0.02200        0.02000        0.01000        0.02000        0.03000        0.00000
            113      415.00000      825.00000      825.00000       30.00000       30.00000       30.00000      650.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.54000        0.27000        0.70000        0.01700        0.02000        0.06000        0.10000        0.22000        0.00000
            116      583.00000      870.00000      855.00000       30.00000       30.00000       30.00000      550.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.40000        0.31000        0.78000        0.01200        0.01000        0.07000        1.10000        0.13000        0.00000
            117      569.00000      870.00000      855.00000       30.00000       30.00000       30.00000      550.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.42000        0.22000        0.72000        0.01600        0.01400        0.03000        1.06000        0.01000        0.00000
            125      517.00000      870.00000      855.00000       30.00000       30.00000       30.00000      600.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.42000        0.22000        0.72000        0.01600        0.01400        0.03000        1.06000        0.01000        0.00000
            151      557.00000      870.00000      855.00000       30.00000       30.00000       30.00000      550.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.34000        0.29000        0.71000        0.01900        0.01300        0.11000        1.05000        0.12000        0.16000
