            Index    Fatigue    NT    THT    CT    DT    QmT    TT    THt    Ct    Dt    Tt    THQCr    TCr    C    Si    Mn    P    S    Ni    Cr    Cu    Mo
              9      275.00000      885.00000       30.00000       30.00000       30.00000       30.00000       30.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.27000        0.23000        0.37000        0.00800        0.03000        0.06000        0.10000        0.09000        0.00000
             14      401.00000      865.00000      865.00000       30.00000       30.00000       30.00000      550.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.34000        0.26000        0.74000        0.01200        0.01500        0.01000        0.02000        0.01000        0.00000
             21      395.00000      865.00000      865.00000       30.00000       30.00000       30.00000      550.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.35000        0.25000        0.82000        0.01600        0.02300        0.03000        0.01000        0.01000        0.00000
             31      395.00000      865.00000      865.00000       30.00000       30.00000       30.00000      600.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.32000        0.26000        0.73000        0.01500        0.01900        0.02000        0.02000        0.03000        0.00000
             50      465.00000      845.00000      845.00000       30.00000       30.00000       30.00000      550.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.45000        0.24000        0.71000        0.01000        0.00900        0.12000        0.06000        0.13000        0.00000
             53      502.00000      845.00000      845.00000       30.00000       30.00000       30.00000      550.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.48000        0.25000        0.75000        0.02400        0.02200        0.02000        0.10000        0.01000        0.00000
             57      486.00000      845.00000      845.00000       30.00000       30.00000       30.00000      550.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.45000        0.25000        0.79000        0.01100        0.02500        0.12000        0.04000        0.15000        0.00000
             91      541.00000      825.00000      825.00000       30.00000       30.00000       30.00000      550.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.54000        0.27000        0.70000        0.01700        0.02000        0.06000        0.10000        0.22000        0.00000
            100      461.00000      825.00000      825.00000       30.00000       30.00000       30.00000      600.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.56000        0.25000        0.68000        0.00900        0.02300        0.03000        0.10000        0.03000        0.00000
            103      419.00000      825.00000      825.00000       30.00000       30.00000       30.00000      650.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.55000        0.23000        0.76000        0.01800        0.01200        0.01000        0.09000        0.01000        0.00000
            128      524.00000      870.00000      855.00000       30.00000       30.00000       30.00000      600.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.42000        0.26000        0.78000        0.01000        0.00400        0.04000        0.94000        0.05000        0.00000
            136      485.00000      870.00000      855.00000       30.00000       30.00000       30.00000      650.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.42000        0.26000        0.78000        0.01000        0.00400        0.04000        0.94000        0.05000        0.00000
            138      587.00000      870.00000      855.00000       30.00000       30.00000       30.00000      550.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.36000        0.30000        0.73000        0.01700        0.01600        0.05000        1.01000        0.19000        0.16000
            142      535.00000      870.00000      855.00000       30.00000       30.00000       30.00000      550.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.34000        0.25000        0.72000        0.01900        0.01100        0.12000        1.01000        0.10000        0.17000
            144      562.00000      870.00000      855.00000       30.00000       30.00000       30.00000      550.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.37000        0.23000        0.82000        0.01200        0.01700        0.04000        1.09000        0.05000        0.16000
            176      511.00000      870.00000      855.00000       30.00000       30.00000       30.00000      650.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.35000        0.25000        0.70000        0.02600        0.01800        0.01000        1.00000        0.02000        0.16000
            180      610.00000      870.00000      855.00000       30.00000       30.00000       30.00000      550.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.41000        0.24000        0.77000        0.01400        0.01500        0.04000        1.06000        0.05000        0.20000
            194      625.00000      870.00000      855.00000       30.00000       30.00000       30.00000      550.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.44000        0.26000        0.75000        0.01700        0.01200        0.02000        1.05000        0.02000        0.21000
            207      563.00000      870.00000      855.00000       30.00000       30.00000       30.00000      600.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.40000        0.22000        0.70000        0.01000        0.00400        0.04000        0.94000        0.12000        0.17000
            224      516.00000      870.00000      855.00000       30.00000       30.00000       30.00000      650.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.44000        0.26000        0.75000        0.01700        0.01200        0.02000        1.05000        0.02000        0.21000
            229      425.00000      870.00000      845.00000       30.00000       30.00000       30.00000      550.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.41000        0.24000        1.51000        0.02000        0.00800        0.04000        0.22000        0.08000        0.00000
            241      425.00000      870.00000      845.00000       30.00000       30.00000       30.00000      650.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.40000        0.25000        1.34000        0.01700        0.01500        0.02000        0.13000        0.02000        0.00000
            252      530.00000      870.00000      845.00000       30.00000       30.00000       30.00000      550.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.41000        0.34000        1.36000        0.02000        0.01500        0.07000        0.27000        0.10000        0.00000
            255      551.00000      870.00000      845.00000       30.00000       30.00000       30.00000      550.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.46000        0.30000        1.49000        0.01400        0.00800        0.10000        0.26000        0.10000        0.00000
            263      451.00000      870.00000      845.00000       30.00000       30.00000       30.00000      600.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.45000        0.33000        1.58000        0.00800        0.00700        0.06000        0.10000        0.08000        0.00000
            264      497.00000      870.00000      845.00000       30.00000       30.00000       30.00000      600.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.41000        0.34000        1.36000        0.02000        0.01500        0.07000        0.27000        0.10000        0.00000
            268      490.00000      870.00000      845.00000       30.00000       30.00000       30.00000      600.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.43000        0.26000        1.46000        0.01200        0.01700        0.02000        0.19000        0.02000        0.00000
            269      424.00000      870.00000      845.00000       30.00000       30.00000       30.00000      600.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.41000        0.22000        1.58000        0.01400        0.01800        0.04000        0.13000        0.05000        0.00000
            279      460.00000      870.00000      845.00000       30.00000       30.00000       30.00000      650.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.46000        0.30000        1.49000        0.01400        0.00800        0.10000        0.26000        0.10000        0.00000
            286      537.00000      900.00000      845.00000       30.00000       30.00000       30.00000      550.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.31000        0.22000        0.56000        0.01600        0.01600        2.63000        0.71000        0.10000        0.00000
            295      540.00000      900.00000      845.00000       30.00000       30.00000       30.00000      600.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.35000        0.26000        0.54000        0.01900        0.00300        2.78000        0.89000        0.05000        0.00000
            307      476.00000      900.00000      845.00000       30.00000       30.00000       30.00000      650.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.33000        0.30000        0.49000        0.00900        0.00600        2.66000        0.82000        0.06000        0.00000
            309      496.00000      900.00000      845.00000       30.00000       30.00000       30.00000      650.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.34000        0.26000        0.65000        0.01000        0.00900        2.63000        0.84000        0.05000        0.00000
            319      588.00000      870.00000      845.00000       30.00000       30.00000       30.00000      580.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.38000        0.26000        0.71000        0.01600        0.00800        1.66000        0.72000        0.12000        0.16000
            321      609.00000      870.00000      845.00000       30.00000       30.00000       30.00000      580.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.39000        0.25000        0.71000        0.01500        0.01300        1.76000        0.82000        0.09000        0.23000
            329      524.00000      870.00000      845.00000       30.00000       30.00000       30.00000      630.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.40000        0.25000        0.70000        0.02100        0.02000        1.63000        0.71000        0.08000        0.17000
            339      550.00000      870.00000      845.00000       30.00000       30.00000       30.00000      630.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.43000        0.26000        0.68000        0.01200        0.01800        1.62000        0.68000        0.09000        0.17000
            340      482.00000      870.00000      845.00000       30.00000       30.00000       30.00000      680.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.39000        0.19000        0.77000        0.01000        0.01200        1.67000        0.72000        0.07000        0.18000
            349      490.00000      870.00000      845.00000       30.00000       30.00000       30.00000      680.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.39000        0.25000        0.71000        0.01500        0.01300        1.76000        0.82000        0.09000        0.23000
            365      543.00000      870.00000      845.00000       30.00000       30.00000       30.00000      630.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.49000        0.29000        0.69000        0.01400        0.01100        1.80000        0.77000        0.07000        0.00000
            403      976.00000      930.00000       30.00000      930.00000      882.38100       60.00000      160.00000        0.00000      130.20000       25.20000      120.00000        0.00000        0.50000        0.23000        0.29000        0.85000        0.01100        0.01100        0.44000        0.60000        0.07000        0.16000
            414      854.00000      930.00000       30.00000      930.00000      895.51700       60.00000      160.00000        0.00000      100.20000       34.80000      120.00000        0.00000        0.50000        0.21000        0.30000        0.76000        0.02100        0.00600        0.08000        1.09000        0.14000        0.03000
            433     1030.00000      930.00000       30.00000      930.00000      895.81200      140.00000      160.00000        0.00000      340.20000       70.20000      120.00000        0.00000        0.50000        0.21000        0.26000        0.65000        0.01500        0.02400        0.02000        0.91000        0.01000        0.15000
            435     1104.00000      930.00000       30.00000      930.00000      895.81200       60.00000      200.00000        0.00000      340.20000       70.20000      120.00000        0.00000        0.50000        0.21000        0.31000        0.81000        0.01200        0.01900        0.06000        1.17000        0.07000        0.17000
