            Index    Fatigue    NT    THT    CT    DT    QmT    TT    THt    Ct    Dt    Tt    THQCr    TCr    C    Si    Mn    P    S    Ni    Cr    Cu    Mo
              6      245.00000      885.00000       30.00000       30.00000       30.00000       30.00000       30.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.26000        0.22000        0.45000        0.02600        0.02600        0.02000        0.05000        0.03000        0.00000
              7      255.00000      885.00000       30.00000       30.00000       30.00000       30.00000       30.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.28000        0.27000        0.50000        0.02100        0.01800        0.02000        0.03000        0.01000        0.00000
             17      426.00000      865.00000      865.00000       30.00000       30.00000       30.00000      550.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.38000        0.29000        0.70000        0.01000        0.03000        0.06000        0.09000        0.11000        0.00000
             22      433.00000      865.00000      865.00000       30.00000       30.00000       30.00000      550.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.37000        0.24000        0.72000        0.01500        0.02000        0.02000        0.02000        0.02000        0.00000
             29      394.00000      865.00000      865.00000       30.00000       30.00000       30.00000      600.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.38000        0.29000        0.70000        0.01000        0.03000        0.06000        0.09000        0.11000        0.00000
             54      465.00000      845.00000      845.00000       30.00000       30.00000       30.00000      550.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.47000        0.25000        0.72000        0.01500        0.01000        0.13000        0.04000        0.04000        0.00000
             66      438.00000      845.00000      845.00000       30.00000       30.00000       30.00000      600.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.43000        0.22000        0.83000        0.01700        0.01600        0.01000        0.12000        0.01000        0.00000
             79      398.00000      845.00000      845.00000       30.00000       30.00000       30.00000      650.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.45000        0.25000        0.79000        0.01100        0.02500        0.12000        0.04000        0.15000        0.00000
             82      534.00000      825.00000      825.00000       30.00000       30.00000       30.00000      550.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.54000        0.26000        0.76000        0.02200        0.02100        0.02000        0.12000        0.01000        0.00000
            106      398.00000      825.00000      825.00000       30.00000       30.00000       30.00000      650.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.56000        0.26000        0.37000        0.01900        0.02600        0.04000        0.13000        0.11000        0.00000
            107      411.00000      825.00000      825.00000       30.00000       30.00000       30.00000      650.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.54000        0.20000        0.75000        0.01300        0.01900        0.01000        0.01000        0.01000        0.00000
