            Index    Fatigue    NT    THT    CT    DT    QmT    TT    THt    Ct    Dt    Tt    THQCr    TCr    C    Si    Mn    P    S    Ni    Cr    Cu    Mo
             26      365.00000      865.00000      865.00000       30.00000       30.00000       30.00000      600.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.34000        0.26000        0.74000        0.01200        0.01500        0.01000        0.02000        0.01000        0.00000
             27      379.00000      865.00000      865.00000       30.00000       30.00000       30.00000      600.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.36000        0.26000        0.70000        0.00900        0.02300        0.08000        0.12000        0.09000        0.00000
             36      344.00000      865.00000      865.00000       30.00000       30.00000       30.00000      650.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.35000        0.21000        0.77000        0.02100        0.02200        0.01000        0.01000        0.02000        0.00000
             39      338.00000      865.00000      865.00000       30.00000       30.00000       30.00000      650.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.36000        0.26000        0.70000        0.00900        0.02300        0.08000        0.12000        0.09000        0.00000
             49      448.00000      845.00000      845.00000       30.00000       30.00000       30.00000      550.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.45000        0.26000        0.76000        0.02700        0.01900        0.01000        0.11000        0.02000        0.00000
             62      415.00000      845.00000      845.00000       30.00000       30.00000       30.00000      600.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.44000        0.24000        0.82000        0.02100        0.02100        0.03000        0.02000        0.02000        0.00000
             88      533.00000      825.00000      825.00000       30.00000       30.00000       30.00000      550.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.57000        0.30000        0.82000        0.02400        0.02200        0.02000        0.10000        0.01000        0.00000
             89      492.00000      825.00000      825.00000       30.00000       30.00000       30.00000      550.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.56000        0.25000        0.68000        0.00900        0.02300        0.03000        0.10000        0.03000        0.00000
            124      516.00000      870.00000      855.00000       30.00000       30.00000       30.00000      600.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.40000        0.31000        0.78000        0.01200        0.01000        0.07000        1.10000        0.13000        0.00000
            133      470.00000      870.00000      855.00000       30.00000       30.00000       30.00000      650.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.42000        0.22000        0.72000        0.01600        0.01400        0.03000        1.06000        0.01000        0.00000
