            Index    Fatigue    NT    THT    CT    DT    QmT    TT    THt    Ct    Dt    Tt    THQCr    TCr    C    Si    Mn    P    S    Ni    Cr    Cu    Mo
              8      245.00000      885.00000       30.00000       30.00000       30.00000       30.00000       30.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.27000        0.25000        0.54000        0.02000        0.02100        0.01000        0.02000        0.02000        0.00000
             28      377.00000      865.00000      865.00000       30.00000       30.00000       30.00000      600.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.33000        0.21000        0.75000        0.03100        0.01900        0.01000        0.03000        0.02000        0.00000
             37      369.00000      865.00000      865.00000       30.00000       30.00000       30.00000      650.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.35000        0.30000        0.74000        0.01700        0.02400        0.01000        0.10000        0.01000        0.00000
             40      362.00000      865.00000      865.00000       30.00000       30.00000       30.00000      650.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.33000        0.21000        0.75000        0.03100        0.01900        0.01000        0.03000        0.02000        0.00000
             43      348.00000      865.00000      865.00000       30.00000       30.00000       30.00000      650.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.32000        0.26000        0.73000        0.01500        0.01900        0.02000        0.02000        0.03000        0.00000
             44      368.00000      865.00000      865.00000       30.00000       30.00000       30.00000      650.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.37000        0.27000        0.78000        0.01600        0.02000        0.01000        0.11000        0.02000        0.00000
             68      452.00000      845.00000      845.00000       30.00000       30.00000       30.00000      600.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.45000        0.25000        0.79000        0.01100        0.02500        0.12000        0.04000        0.15000        0.00000
             80      382.00000      845.00000      845.00000       30.00000       30.00000       30.00000      650.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.42000        0.26000        0.70000        0.02400        0.01000        0.01000        0.10000        0.01000        0.00000
             81      523.00000      825.00000      825.00000       30.00000       30.00000       30.00000      550.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.55000        0.23000        0.76000        0.01800        0.01200        0.01000        0.09000        0.01000        0.00000
             85      495.00000      825.00000      825.00000       30.00000       30.00000       30.00000      550.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.54000        0.20000        0.75000        0.01300        0.01900        0.01000        0.01000        0.01000        0.00000
             90      505.00000      825.00000      825.00000       30.00000       30.00000       30.00000      550.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.52000        0.21000        0.80000        0.02100        0.02100        0.02000        0.10000        0.02000        0.00000
             92      468.00000      825.00000      825.00000       30.00000       30.00000       30.00000      600.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.55000        0.23000        0.76000        0.01800        0.01200        0.01000        0.09000        0.01000        0.00000
             94      444.00000      825.00000      825.00000       30.00000       30.00000       30.00000      600.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.52000        0.29000        0.83000        0.01600        0.02500        0.04000        0.04000        0.02000        0.00000
             98      466.00000      825.00000      825.00000       30.00000       30.00000       30.00000      600.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.53000        0.30000        0.83000        0.01900        0.02600        0.02000        0.12000        0.01000        0.00000
            112      410.00000      825.00000      825.00000       30.00000       30.00000       30.00000      650.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.52000        0.21000        0.80000        0.02100        0.02100        0.02000        0.10000        0.02000        0.00000
            121      562.00000      870.00000      855.00000       30.00000       30.00000       30.00000      550.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.40000        0.32000        0.79000        0.01300        0.01100        0.05000        1.09000        0.04000        0.00000
            122      522.00000      870.00000      855.00000       30.00000       30.00000       30.00000      600.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.43000        0.24000        0.74000        0.02200        0.01300        0.03000        1.12000        0.02000        0.00000
            127      518.00000      870.00000      855.00000       30.00000       30.00000       30.00000      600.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.42000        0.32000        0.81000        0.01400        0.00700        0.03000        1.09000        0.04000        0.00000
            137      483.00000      870.00000      855.00000       30.00000       30.00000       30.00000      650.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.40000        0.32000        0.79000        0.01300        0.01100        0.05000        1.09000        0.04000        0.00000
            152      552.00000      870.00000      855.00000       30.00000       30.00000       30.00000      600.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.36000        0.30000        0.73000        0.01700        0.01600        0.05000        1.01000        0.19000        0.16000
            155      508.00000      870.00000      855.00000       30.00000       30.00000       30.00000      600.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.36000        0.23000        0.81000        0.01400        0.02200        0.05000        0.99000        0.08000        0.16000
            157      550.00000      870.00000      855.00000       30.00000       30.00000       30.00000      600.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.36000        0.35000        0.74000        0.01600        0.02000        0.05000        0.97000        0.12000        0.15000
            163      542.00000      870.00000      855.00000       30.00000       30.00000       30.00000      600.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.37000        0.29000        0.76000        0.01700        0.00900        0.12000        1.01000        0.12000        0.16000
            185      566.00000      870.00000      855.00000       30.00000       30.00000       30.00000      550.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.41000        0.25000        0.74000        0.01300        0.01900        0.05000        0.99000        0.08000        0.16000
            196      539.00000      870.00000      855.00000       30.00000       30.00000       30.00000      600.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.39000        0.27000        0.86000        0.01900        0.00800        0.10000        0.96000        0.12000        0.17000
            201      557.00000      870.00000      855.00000       30.00000       30.00000       30.00000      600.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.39000        0.28000        0.77000        0.02100        0.01800        0.09000        1.08000        0.15000        0.19000
            219      502.00000      870.00000      855.00000       30.00000       30.00000       30.00000      650.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.42000        0.28000        0.75000        0.01500        0.00800        0.07000        1.04000        0.12000        0.17000
            248      484.00000      870.00000      845.00000       30.00000       30.00000       30.00000      550.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.42000        0.21000        1.60000        0.01400        0.01500        0.03000        0.12000        0.07000        0.00000
            265      461.00000      870.00000      845.00000       30.00000       30.00000       30.00000      600.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.40000        0.25000        1.47000        0.02700        0.01600        0.02000        0.04000        0.01000        0.00000
            270      411.00000      870.00000      845.00000       30.00000       30.00000       30.00000      650.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.42000        0.23000        1.50000        0.01000        0.00900        0.04000        0.15000        0.05000        0.00000
            273      411.00000      870.00000      845.00000       30.00000       30.00000       30.00000      650.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.42000        0.24000        1.58000        0.01400        0.02200        0.06000        0.17000        0.07000        0.00000
            281      399.00000      870.00000      845.00000       30.00000       30.00000       30.00000      650.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.41000        0.22000        1.58000        0.01400        0.01800        0.04000        0.13000        0.05000        0.00000
            284      570.00000      900.00000      845.00000       30.00000       30.00000       30.00000      550.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.32000        0.29000        0.54000        0.01800        0.00400        2.64000        0.75000        0.05000        0.00000
            290      522.00000      900.00000      845.00000       30.00000       30.00000       30.00000      550.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.30000        0.27000        0.53000        0.01800        0.00800        2.70000        0.81000        0.07000        0.00000
            317      591.00000      870.00000      845.00000       30.00000       30.00000       30.00000      580.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.40000        0.33000        0.73000        0.01100        0.01200        1.71000        0.74000        0.08000        0.20000
            322      604.00000      870.00000      845.00000       30.00000       30.00000       30.00000      580.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.38000        0.29000        0.70000        0.01200        0.00800        1.75000        0.74000        0.07000        0.19000
            352      491.00000      870.00000      845.00000       30.00000       30.00000       30.00000      680.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.37000        0.29000        0.76000        0.01700        0.01000        1.88000        0.90000        0.03000        0.24000
            369      477.00000      870.00000      845.00000       30.00000       30.00000       30.00000      680.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.45000        0.16000        0.79000        0.00900        0.01600        1.65000        0.73000        0.05000        0.00000
            371      479.00000      870.00000      845.00000       30.00000       30.00000       30.00000      680.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.49000        0.29000        0.69000        0.01400        0.01100        1.80000        0.77000        0.07000        0.00000
            372      781.00000      845.00000      845.00000       30.00000       30.00000       30.00000      430.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.60000        1.96000        0.85000        0.01900        0.00400        0.05000        0.15000        0.12000        0.00000
            373      698.00000      845.00000      845.00000       30.00000       30.00000       30.00000      430.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.59000        1.99000        0.92000        0.02700        0.01000        0.01000        0.15000        0.01000        0.00000
            382      707.00000      845.00000      845.00000       30.00000       30.00000       30.00000      490.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.63000        0.17000        0.77000        0.02600        0.01400        0.03000        0.81000        0.02000        0.01000
            394     1124.00000      930.00000       30.00000      930.00000      850.00000       60.00000      160.00000        0.00000      469.80000       15.00000      120.00000        0.00000        0.50000        0.23000        0.35000        0.51000        0.00800        0.01200        1.69000        0.55000        0.11000        0.18000
            407     1089.00000      930.00000       30.00000      930.00000      895.51700       60.00000      160.00000        0.00000      450.00000       34.80000      120.00000        0.00000        0.50000        0.18000        0.26000        0.76000        0.00900        0.01400        0.56000        0.62000        0.12000        0.17000
