            Index    Fatigue    NT    THT    CT    DT    QmT    TT    THt    Ct    Dt    Tt    THQCr    TCr    C    Si    Mn    P    S    Ni    Cr    Cu    Mo
             12      397.00000      865.00000      865.00000       30.00000       30.00000       30.00000      550.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.35000        0.21000        0.77000        0.02100        0.02200        0.01000        0.01000        0.02000        0.00000
             24      382.00000      865.00000      865.00000       30.00000       30.00000       30.00000      600.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.35000        0.21000        0.77000        0.02100        0.02200        0.01000        0.01000        0.02000        0.00000
             48      513.00000      845.00000      845.00000       30.00000       30.00000       30.00000      550.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.45000        0.25000        0.79000        0.01800        0.01600        0.02000        0.13000        0.02000        0.00000
             51      446.00000      845.00000      845.00000       30.00000       30.00000       30.00000      550.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.44000        0.24000        0.82000        0.02100        0.02100        0.03000        0.02000        0.02000        0.00000
             52      437.00000      845.00000      845.00000       30.00000       30.00000       30.00000      550.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.42000        0.22000        0.78000        0.02200        0.02000        0.01000        0.02000        0.03000        0.00000
             69      422.00000      845.00000      845.00000       30.00000       30.00000       30.00000      600.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.42000        0.26000        0.70000        0.02400        0.01000        0.01000        0.10000        0.01000        0.00000
             73      378.00000      845.00000      845.00000       30.00000       30.00000       30.00000      650.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.44000        0.24000        0.82000        0.02100        0.02100        0.03000        0.02000        0.02000        0.00000
             95      458.00000      825.00000      825.00000       30.00000       30.00000       30.00000      600.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.56000        0.26000        0.37000        0.01900        0.02600        0.04000        0.13000        0.11000        0.00000
            108      428.00000      825.00000      825.00000       30.00000       30.00000       30.00000      650.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.57000        0.23000        0.74000        0.01800        0.01700        0.01000        0.12000        0.02000        0.00000
            109      415.00000      825.00000      825.00000       30.00000       30.00000       30.00000      650.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.53000        0.30000        0.83000        0.01900        0.02600        0.02000        0.12000        0.01000        0.00000
            110      425.00000      825.00000      825.00000       30.00000       30.00000       30.00000      650.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.57000        0.30000        0.82000        0.02400        0.02200        0.02000        0.10000        0.01000        0.00000
            111      412.00000      825.00000      825.00000       30.00000       30.00000       30.00000      650.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.56000        0.25000        0.68000        0.00900        0.02300        0.03000        0.10000        0.03000        0.00000
            149      573.00000      870.00000      855.00000       30.00000       30.00000       30.00000      550.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.37000        0.29000        0.76000        0.01700        0.00900        0.12000        1.01000        0.12000        0.16000
            150      536.00000      870.00000      855.00000       30.00000       30.00000       30.00000      550.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.38000        0.27000        0.80000        0.01500        0.01200        0.07000        1.07000        0.12000        0.16000
            158      515.00000      870.00000      855.00000       30.00000       30.00000       30.00000      600.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.37000        0.23000        0.82000        0.01200        0.01700        0.04000        1.09000        0.05000        0.16000
            177      490.00000      870.00000      855.00000       30.00000       30.00000       30.00000      650.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.37000        0.29000        0.76000        0.01700        0.00900        0.12000        1.01000        0.12000        0.16000
            213      494.00000      870.00000      855.00000       30.00000       30.00000       30.00000      650.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.40000        0.26000        0.77000        0.01800        0.00500        0.05000        0.98000        0.13000        0.17000
            216      502.00000      870.00000      855.00000       30.00000       30.00000       30.00000      650.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.39000        0.28000        0.77000        0.02100        0.01800        0.09000        1.08000        0.15000        0.19000
            226      427.00000      870.00000      845.00000       30.00000       30.00000       30.00000      550.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.38000        0.27000        1.52000        0.01200        0.00700        0.03000        0.13000        0.07000        0.00000
            234      470.00000      870.00000      845.00000       30.00000       30.00000       30.00000      600.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.40000        0.25000        1.34000        0.01700        0.01500        0.02000        0.13000        0.02000        0.00000
            238      443.00000      870.00000      845.00000       30.00000       30.00000       30.00000      600.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.40000        0.25000        1.38000        0.01700        0.01200        0.02000        0.03000        0.02000        0.00000
            250      551.00000      870.00000      845.00000       30.00000       30.00000       30.00000      550.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.42000        0.21000        1.51000        0.02600        0.01900        0.02000        0.12000        0.01000        0.00000
            253      516.00000      870.00000      845.00000       30.00000       30.00000       30.00000      550.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.40000        0.25000        1.47000        0.02700        0.01600        0.02000        0.04000        0.01000        0.00000
            261      459.00000      870.00000      845.00000       30.00000       30.00000       30.00000      600.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.42000        0.24000        1.58000        0.01400        0.02200        0.06000        0.17000        0.07000        0.00000
            275      410.00000      870.00000      845.00000       30.00000       30.00000       30.00000      650.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.45000        0.33000        1.58000        0.00800        0.00700        0.06000        0.10000        0.08000        0.00000
            277      410.00000      870.00000      845.00000       30.00000       30.00000       30.00000      650.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.40000        0.25000        1.47000        0.02700        0.01600        0.02000        0.04000        0.01000        0.00000
            278      383.00000      870.00000      845.00000       30.00000       30.00000       30.00000      650.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.41000        0.22000        1.48000        0.01000        0.00700        0.03000        0.08000        0.06000        0.00000
            285      578.00000      900.00000      845.00000       30.00000       30.00000       30.00000      550.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.35000        0.26000        0.54000        0.01900        0.00300        2.78000        0.89000        0.05000        0.00000
            294      517.00000      900.00000      845.00000       30.00000       30.00000       30.00000      600.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.32000        0.29000        0.54000        0.01800        0.00400        2.64000        0.75000        0.05000        0.00000
            296      518.00000      900.00000      845.00000       30.00000       30.00000       30.00000      600.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.31000        0.22000        0.56000        0.01600        0.01600        2.63000        0.71000        0.10000        0.00000
            308      502.00000      900.00000      845.00000       30.00000       30.00000       30.00000      650.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.28000        0.27000        0.53000        0.01900        0.00900        2.67000        0.87000        0.05000        0.00000
            325      569.00000      870.00000      845.00000       30.00000       30.00000       30.00000      580.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.43000        0.26000        0.68000        0.01200        0.01800        1.62000        0.68000        0.09000        0.17000
            335      563.00000      870.00000      845.00000       30.00000       30.00000       30.00000      630.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.39000        0.25000        0.71000        0.01500        0.01300        1.76000        0.82000        0.09000        0.23000
            338      583.00000      870.00000      845.00000       30.00000       30.00000       30.00000      630.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.37000        0.29000        0.76000        0.01700        0.01000        1.88000        0.90000        0.03000        0.24000
            350      483.00000      870.00000      845.00000       30.00000       30.00000       30.00000      680.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.38000        0.29000        0.70000        0.01200        0.00800        1.75000        0.74000        0.07000        0.19000
            357      596.00000      870.00000      845.00000       30.00000       30.00000       30.00000      580.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.45000        0.16000        0.79000        0.00900        0.01600        1.65000        0.73000        0.05000        0.00000
            359      585.00000      870.00000      845.00000       30.00000       30.00000       30.00000      580.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.49000        0.29000        0.69000        0.01400        0.01100        1.80000        0.77000        0.07000        0.00000
            362      550.00000      870.00000      845.00000       30.00000       30.00000       30.00000      630.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.44000        0.25000        0.74000        0.01000        0.00900        1.74000        0.79000        0.09000        0.00000
            367      476.00000      870.00000      845.00000       30.00000       30.00000       30.00000      680.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.47000        0.19000        0.76000        0.01300        0.01300        1.67000        0.71000        0.06000        0.00000
            368      482.00000      870.00000      845.00000       30.00000       30.00000       30.00000      680.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.44000        0.25000        0.74000        0.01000        0.00900        1.74000        0.79000        0.09000        0.00000
            401     1035.00000      930.00000       30.00000      930.00000      850.00000       60.00000      200.00000        0.00000      469.80000       15.00000      120.00000        0.00000        0.50000        0.17000        0.28000        0.55000        0.00200        0.01600        1.64000        0.45000        0.05000        0.16000
            417      884.00000      930.00000       30.00000      930.00000      895.81200       60.00000      160.00000        0.00000      499.80000       70.20000      120.00000        0.00000        0.50000        0.21000        0.30000        0.76000        0.02100        0.00600        0.08000        1.09000        0.14000        0.03000
            432     1080.00000      930.00000       30.00000      930.00000      895.81200      140.00000      160.00000        0.00000      340.20000       70.20000      120.00000        0.00000        0.50000        0.21000        0.31000        0.81000        0.01200        0.01900        0.06000        1.17000        0.07000        0.17000
            436     1008.00000      930.00000       30.00000      930.00000      895.81200       60.00000      200.00000        0.00000      340.20000       70.20000      120.00000        0.00000        0.50000        0.21000        0.26000        0.65000        0.01500        0.02400        0.02000        0.91000        0.01000        0.15000
