            Index    Fatigue    NT    THT    CT    DT    QmT    TT    THt    Ct    Dt    Tt    THQCr    TCr    C    Si    Mn    P    S    Ni    Cr    Cu    Mo
              1      232.00000      885.00000       30.00000       30.00000       30.00000       30.00000       30.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.26000        0.21000        0.44000        0.01700        0.02200        0.01000        0.02000        0.01000        0.00000
              5      225.00000      885.00000       30.00000       30.00000       30.00000       30.00000       30.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.22000        0.19000        0.42000        0.02600        0.02200        0.01000        0.02000        0.02000        0.00000
             10      239.00000      885.00000       30.00000       30.00000       30.00000       30.00000       30.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.22000        0.26000        0.47000        0.02100        0.02300        0.02000        0.02000        0.01000        0.00000
             25      385.00000      865.00000      865.00000       30.00000       30.00000       30.00000      600.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.35000        0.30000        0.74000        0.01700        0.02400        0.01000        0.10000        0.01000        0.00000
             45      341.00000      865.00000      865.00000       30.00000       30.00000       30.00000      650.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.35000        0.25000        0.82000        0.01600        0.02300        0.03000        0.01000        0.01000        0.00000
             56      504.00000      845.00000      845.00000       30.00000       30.00000       30.00000      550.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.49000        0.26000        0.80000        0.02700        0.02300        0.02000        0.09000        0.01000        0.00000
             61      437.00000      845.00000      845.00000       30.00000       30.00000       30.00000      600.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.45000        0.24000        0.71000        0.01000        0.00900        0.12000        0.06000        0.13000        0.00000
             70      413.00000      845.00000      845.00000       30.00000       30.00000       30.00000      650.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.45000        0.25000        0.79000        0.01800        0.01600        0.02000        0.13000        0.02000        0.00000
             75      415.00000      845.00000      845.00000       30.00000       30.00000       30.00000      650.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.48000        0.25000        0.75000        0.02400        0.02200        0.02000        0.10000        0.01000        0.00000
             93      459.00000      825.00000      825.00000       30.00000       30.00000       30.00000      600.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.54000        0.26000        0.76000        0.02200        0.02100        0.02000        0.12000        0.01000        0.00000
            120      565.00000      870.00000      855.00000       30.00000       30.00000       30.00000      550.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.42000        0.26000        0.78000        0.01000        0.00400        0.04000        0.94000        0.05000        0.00000
            126      511.00000      870.00000      855.00000       30.00000       30.00000       30.00000      600.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.39000        0.25000        0.73000        0.01100        0.00500        0.06000        0.98000        0.11000        0.00000
            129      503.00000      870.00000      855.00000       30.00000       30.00000       30.00000      600.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.40000        0.32000        0.79000        0.01300        0.01100        0.05000        1.09000        0.04000        0.00000
            130      483.00000      870.00000      855.00000       30.00000       30.00000       30.00000      650.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.43000        0.24000        0.74000        0.02200        0.01300        0.03000        1.12000        0.02000        0.00000
            131      457.00000      870.00000      855.00000       30.00000       30.00000       30.00000      650.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.42000        0.27000        0.71000        0.01000        0.00800        0.02000        0.96000        0.04000        0.00000
            143      572.00000      870.00000      855.00000       30.00000       30.00000       30.00000      550.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.36000        0.35000        0.74000        0.01600        0.02000        0.05000        0.97000        0.12000        0.15000
            148      592.00000      870.00000      855.00000       30.00000       30.00000       30.00000      550.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.35000        0.25000        0.70000        0.02600        0.01800        0.01000        1.00000        0.02000        0.16000
            153      519.00000      870.00000      855.00000       30.00000       30.00000       30.00000      600.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.35000        0.30000        0.70000        0.01900        0.01200        0.02000        1.03000        0.01000        0.15000
            178      523.00000      870.00000      855.00000       30.00000       30.00000       30.00000      650.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.38000        0.27000        0.80000        0.01500        0.01200        0.07000        1.07000        0.12000        0.16000
            187      606.00000      870.00000      855.00000       30.00000       30.00000       30.00000      550.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.37000        0.24000        0.69000        0.01800        0.01600        0.02000        1.00000        0.02000        0.19000
            188      582.00000      870.00000      855.00000       30.00000       30.00000       30.00000      550.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.42000        0.29000        0.77000        0.01500        0.01700        0.12000        1.10000        0.09000        0.15000
            210      490.00000      870.00000      855.00000       30.00000       30.00000       30.00000      650.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.41000        0.24000        0.77000        0.01400        0.01500        0.04000        1.06000        0.05000        0.20000
            218      505.00000      870.00000      855.00000       30.00000       30.00000       30.00000      650.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.42000        0.29000        0.77000        0.01500        0.01700        0.12000        1.10000        0.09000        0.15000
            225      486.00000      870.00000      845.00000       30.00000       30.00000       30.00000      550.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.39000        0.22000        1.57000        0.01700        0.01800        0.05000        0.13000        0.06000        0.00000
            228      451.00000      870.00000      845.00000       30.00000       30.00000       30.00000      550.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.40000        0.22000        1.56000        0.01100        0.01900        0.06000        0.09000        0.05000        0.00000
            230      432.00000      870.00000      845.00000       30.00000       30.00000       30.00000      550.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.38000        0.21000        1.59000        0.01700        0.01500        0.03000        0.20000        0.05000        0.00000
            258      449.00000      870.00000      845.00000       30.00000       30.00000       30.00000      600.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.42000        0.23000        1.50000        0.01000        0.00900        0.04000        0.15000        0.05000        0.00000
            259      502.00000      870.00000      845.00000       30.00000       30.00000       30.00000      600.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.43000        0.34000        1.38000        0.01700        0.01000        0.08000        0.26000        0.10000        0.00000
            271      448.00000      870.00000      845.00000       30.00000       30.00000       30.00000      650.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.43000        0.34000        1.38000        0.01700        0.01000        0.08000        0.26000        0.10000        0.00000
            288      576.00000      900.00000      845.00000       30.00000       30.00000       30.00000      550.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.28000        0.27000        0.53000        0.01900        0.00900        2.67000        0.87000        0.05000        0.00000
            313      590.00000      870.00000      845.00000       30.00000       30.00000       30.00000      580.00000       30.00000        0.00000        0.00000       60.00000        8.00000       24.00000        0.40000        0.23000        0.70000        0.01100        0.01000        1.82000        0.78000        0.09000        0.18000
