            Index    Fatigue    NT    THT    CT    DT    QmT    TT    THt    Ct    Dt    Tt    THQCr    TCr    C    Si    Mn    P    S    Ni    Cr    Cu    Mo
             11      255.00000      885.00000       30.00000       30.00000       30.00000       30.00000       30.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.00000        0.23000        0.26000        0.51000        0.02900        0.02400        0.01000        0.03000        0.03000        0.00000
             13      419.00000      865.00000      865.00000       30.00000       30.00000       30.00000      550.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.35000        0.30000        0.74000        0.01700        0.02400        0.01000        0.10000        0.01000        0.00000
             18      454.00000      865.00000      865.00000       30.00000       30.00000       30.00000      550.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.33000        0.26000        0.76000        0.02300        0.01300        0.01000        0.10000        0.03000        0.00000
             30      425.00000      865.00000      865.00000       30.00000       30.00000       30.00000      600.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.33000        0.26000        0.76000        0.02300        0.01300        0.01000        0.10000        0.03000        0.00000
             32      393.00000      865.00000      865.00000       30.00000       30.00000       30.00000      600.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.37000        0.27000        0.78000        0.01600        0.02000        0.01000        0.11000        0.02000        0.00000
             58      452.00000      845.00000      845.00000       30.00000       30.00000       30.00000      550.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.42000        0.26000        0.70000        0.02400        0.01000        0.01000        0.10000        0.01000        0.00000
             60      415.00000      845.00000      845.00000       30.00000       30.00000       30.00000      600.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.45000        0.26000        0.76000        0.02700        0.01900        0.01000        0.11000        0.02000        0.00000
             65      442.00000      845.00000      845.00000       30.00000       30.00000       30.00000      600.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.47000        0.25000        0.72000        0.01500        0.01000        0.13000        0.04000        0.04000        0.00000
             67      468.00000      845.00000      845.00000       30.00000       30.00000       30.00000      600.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.49000        0.26000        0.80000        0.02700        0.02300        0.02000        0.09000        0.01000        0.00000
             72      398.00000      845.00000      845.00000       30.00000       30.00000       30.00000      650.00000       30.00000        0.00000        0.00000       60.00000       24.00000       24.00000        0.45000        0.24000        0.71000        0.01000        0.00900        0.12000        0.06000        0.13000        0.00000
